Project Id,Region,Country,Project Status,Project Name,Project Development Objective,Implementing Agency,Consultant Services Required,Project URL,Board Approval Date,Project Closing Date,Last Stage Reached,Financing Type,Total Project Cost $US,IBRD Commitment $US,IDA Commitment $US,Total IDA and IBRD Commitment $US,Grant Amount $US,Borrower,Lending Instrument,Environmental Assessment Category,Environmental and Social Risk,Sector 1,Sector 2,Sector 3,Theme 1,Theme 2,
P156125,East Asia and Pacific,Republic of Indonesia,Active,National Urban Water Supply Project,The project development objective is to provide access to improved water sources for the population and strengthen the operational p erformance of water service providers in selected urban areas.,Directorate General of Human Settlements - Ministry of Public Works,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P156125,"June 6, 2018","March 31, 2024",,Other,602600000,,,602600000,,Republic of Indonesia,Investment Project Financing,B,,"Public Administration - Water, Sanitation and Waste Management",Water Supply,,,,
P158713,East Asia and Pacific,People's Republic of China,Active,China: Liaoning Safe and Sustainable Urban Water Supply Project,The project development objectives are to improve water quality and operational efficiency of selected water supply utilities in the  project areas.,Liaoning Urban Construction and Renewal Project Management Company Limited (LUCRPMC),Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P158713,"June 6, 2018","June 30, 2024",,Other,386290000,,,386290000,,PEOPLE'S REPUBLIC OF CHINA,Investment Project Financing,B,,Water Supply,"Public Administration - Water, Sanitation and Waste Management",,,,
P161329,Western and Central Africa,Western and Central Africa,Active,West Africa Unique Identification for Regional Integration and Inclusion (WURI) Program,"The Program Development Objective (Pr.DO) is to increase the number of persons in participating countries who have government-recogn ized proof of unique identity that facilitates access to services.

The Project Development Objective (PDO) for Phase 1 of the Proje ct is to increase the number of persons in Côte d’Ivoire and Guinea who have government-recognized proof of unique identity that fac ilitates access to services.","ECOWAS Commission, Office of the Prime Minister (Primature), Office of the Prime Minister (La Primature)",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P161329,"June 5, 2018","June 30, 2026",,IDA,122100000,,,122100000,,Republic of Guinea,Investment Project Financing,B,,Public Administration - Social Protection,ICT Services,Law and Justice,,,
P160796,Western and Central Africa,Republic of Cabo Verde,Active,STATE OWNED ENTERPRISES RELATED FISCAL MANAGEMENT PROJECT,The Project Development Objective is to strengthen SOE related fiscal management.,"Special Projects Management Unit,  Ministry of Finance",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P160796,"June 4, 2018","December 31, 2025",,IDA,20000000,,,20000000,,"State Commercial Sector Oversight Unit (UASE), Ministry of Finance",Investment Project Financing,C,,Other Public Administration,,,,,
P163218,Western and Central Africa,Republic of Cote d'Ivoire,Active,Cote d'Ivoire: Education Service Delivery Enhancement Project,The Project Development Objective is to increase access to pre-school and improve learning outcomes in beneficiary primary schools i n participating regions,Ministry of National Education and Literacy,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P163218,"June 4, 2018","December 31, 2023",,Grants,23350000,,,23350000,"23,350,000",Ministry of Economy and Finance,Investment Project Financing,B,,Primary Education,Early Childhood Education,Public Administration - Education,,,
P162850,Middle East and North Africa,West Bank and Gaza,Active,Public Financial Management Improvement Project,"The Project Development Objective (PDO) is to enhance the expenditure controls, financial accountability and procurement management of the Palestinian Authority.","High Council for Public Procurement Policies, Ministry of Finance",TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P162850,"June 1, 2018","June 30, 2023",,Other,3500000,,,3500000,"3,500,000",Palestine Liberation Organization (on behalf of the Palestinian Authority),Investment Project Financing,C,,Central Government (Central Agencies),Sub-National Government,ICT Services,,,
P164412,Middle East and North Africa,West Bank and Gaza,Active,Innovative Private Sector Development,To improve economic opportunities for individuals and firms in the West Bank and Gaza.,Ministry of National Economy through a private sector implementing agency,TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P164412,"June 1, 2018","November 15, 2024",,Other,13000000,,,13000000,"13,000,000",PALESTINIAN LIBERATION ORGANIZATION (for the benefit of the Palestinian Authority),Investment Project Financing,C,,ICT Services,"Other Industry, Trade and Services",Services,,,
P163954,Western and Central Africa,Republic of Guinea-Bissau,Active,Guinea-Bissau Strengthening Maternal and Child Health Service Delivery,To improve coverage of essential maternal and child health services in the Recipient’s territory.,Ministry of Public Health,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P163954,"May 31, 2018","December 26, 2025",,IDA,25000000,,,25000000,,Republic of Guinea-Bissau,Investment Project Financing,B,,Health,Social Protection,Health Facilities and Construction,,,
P161590,Western and Central Africa,Republic of Congo,Active,Support to Enterprise Development and Competitiveness  Project,The objective of the Project is to foster MSME competitiveness in the targeted sectors and targeted geographic areas of the Republic  of Congo's territory.,"Ministry of Plan, Statistics and Regional Integration",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P161590,"May 30, 2018","May 30, 2023",,IBRD,25000000,,,25000000,,Republic of Congo,Investment Project Financing,B,,"Other Industry, Trade and Services",Tourism,"Agricultural markets, commercialization and agri-business",,,
P161969,East Asia and Pacific,Federated States of Micronesia,Active,Project for Strengthening Public Financial Management,"The objective of the project is to improve tax administration and the completeness, reliability and timeliness of financial reports of the National and State Governments.",Department of Finance and Administration,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P161969,"May 30, 2018","March 25, 2025",,Other,11500000,,,11500000,,The Federated States of Micronesia,Investment Project Financing,B,,Central Government (Central Agencies),Other Public Administration,ICT Infrastructure,,,
P157599,East Asia and Pacific,Republic of Indonesia,Active,Integrated Infrastructure Development for National Tourism Strategic Areas (Indonesia Tourism Development Project),"The Development Objective is to improve the quality of, and access to, tourism-relevant basic infrastructure and services, strengthe n local economy linkages to tourism, and attract private investment in selected tourism destinations in Indonesia.","Ministry of Tourism and Creative Economy, Directorate General Highways, Ministry of Public Works and Housing, Deputy for Human Resource and Institutions, Ministry of Tourism and Creative Economy, Regional Infrastructure Development Agency, Ministry of Public Works and Housing, Directorate General Human Settlements, Ministry of Public Works and Housing, Ministry of Investment (BKPM)",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P157599,"May 30, 2018","December 31, 2024",,Grants,0,,,0,"2,100,000","Republic of Indonesia, Ministry of Finance",Investment Project Financing,A,,Tourism,,,,,
P159052,Eastern and Southern Africa,Republic of Angola,Active,Angola Commercial Agriculture Development Project (PDAC),The proposed Project Development Objective is to increase productivity and market access for selected beneficiaries in the project a reas.,Ministry of Agriculture,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P159052,"May 29, 2018","May 31, 2024",,Other,230000000,,,230000000,,Ministry of Finance,Investment Project Financing,B,,"Public Administration - Agriculture, Fishing & Forestry",Irrigation and Drainage,"Agricultural markets, commercialization and agri-business",,,
P161876,Eastern and Southern Africa,Republic of Rwanda,Closed,Transformation of Agriculture Sector Program 4 Phase 2,To promote the commercialization of agriculture value chains in Rwanda.,Ministry of Agriculture and Animal Resources (MINAGRI),No,https://projects.worldbank.org/en/projects-operations/project-detail/P161876,"May 29, 2018","March 31, 2022",,Other,289920000,,,289920000,,"Republic of Rwanda, Ministry of Finance and Economic Planning",Program-for-Results Financing,,,"Public Administration - Agriculture, Fishing & Forestry","Agricultural markets, commercialization and agri-business","Agricultural Extension, Research, and Other Support Activities",,,
P160245,Middle East and North Africa,Republic of Tunisia,Active,Tunisia Irrigated Agriculture Intensification Project,The Project Development Objectives (PDO) are to: (a) improve the reliability and efficiency of the irrigation and drainage services and strengthen market linkages for irrigated products in selected irrigation schemes; and (b) improve availability of equipment and supplies for COVID-19 response.,"Ministry of Agriculture, Water Resources and Fisheries",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P160245,"May 29, 2018","December 31, 2024",,Other,170500000,,,170500000,,"Ministry of Development, Investments and International Cooperation",Investment Project Financing,B,,Irrigation and Drainage,"Public Administration - Agriculture, Fishing & Forestry","Agricultural markets, commercialization and agri-business",,,
P161600,Eastern and Southern Africa,Republic of Burundi,Active,Burundi Early Grade Learning Project,"The objective of the Project is to improve student learning and progression in early grades in Burundi and, in the event of an Eligi ble Crisis or Emergency, to provide immediate and effective response to said Eligible Crisis or Emergency.","Ministry of Education, Higher Education and Scientific Research",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P161600,"May 24, 2018","September 15, 2023",,IDA,40000000,,,40000000,,"Ministry of Finance, Budget and Economic Development Cooperation",Investment Project Financing,B,,Primary Education,Public Administration - Education,,,,
P162727,Europe and Central Asia,Republic of Turkiye,Active,Gas Storage Expansion Project,The Project Development Objective is to increase the reliability and security of gas supply in Turkey by expanding underground gas s torage capacity in the country.,BORU HATLARI İLE PETROL TAŞIMA A.Ş. (BOTAŞ),Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P162727,"May 22, 2018","October 31, 2024",,Other,2735000000,,,2735000000,"950,000,000",BORU HATLARI İLE PETROL TAŞIMA A.Ş. (BOTAŞ),Investment Project Financing,A,,Oil and Gas,,,,,
P166158,East Asia and Pacific,Socialist Republic of Vietnam,Closed,Modernizing Production of Statistics in Vietnam,"The overall development objective of this project is to enhance the capacity of the General Statistics Office to adopt advanced meth ods of data collection and processing. This development objective will be achieved through adopting a revised Vietnam Statistics Dev elopment Strategy incorporating use of non-survey data to generate statistics, establishing and piloting methodologies for using non -survey data to generate statistics and piloting use of CAPI in major surveys.",General Statistics Office,TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P166158,"May 21, 2018","June 30, 2020",,Grants,350000,,,350000,"350,000",Government of Vietnam,Investment Project Financing,C,,Central Government (Central Agencies),,,,,
P162297,Middle East and North Africa,Republic of Tunisia,Active,Strengthening Foundations for Learning Project,"The objectives of the Project are to improve learning conditions in public preschools and primary schools, and to increase access to  public preschool education in selected districts.",Ministry of Education,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P162297,"May 18, 2018","December 31, 2023",,Other,130203000,,,130203000,,Republic of Tunisia,Investment Project Financing,B,,Primary Education,Public Administration - Education,Early Childhood Education,,,
P162129,Eastern and Southern Africa,Democratic Republic of Sao Tome and Prin,Active,Sao Tome and Principe: Institutional Capacity Building Project,"To contribute to improved capacity of public institutions to: i) supervise the banking system; ii) promote access to finance; iii) m anage public finances; and, iv) produce national statistics.","Ministry of Justice, Central Bank, National Statistics Agency",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P162129,"May 18, 2018","December 31, 2024",,IDA,12000000,,,12000000,,"Ministry of Finance, Trade and Blue Economy",Investment Project Financing,C,,Central Government (Central Agencies),Banking Institutions,Public Administration - Information and Communications Technologies,,,
P158717,East Asia and Pacific,People's Republic of China,Active,China: Hubei Inland Waterway Improvement Project,The Project Development Objective (PDO) is to improve inland waterway transport capacity and reliability along the Han River in supp ort of low carbon development.,Hubei Provincial Transportation Department (HPTD),Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P158717,"May 18, 2018","June 30, 2023",,Other,515130000,,,515130000,,"International Dept., Ministry of Finance, People's Republic of China",Investment Project Financing,A,,Ports/Waterways,Renewable Energy Hydro,Public Administration - Transportation,,,
P163345,Latin America and Caribbean,Argentine Republic,Active,Supporting Effective Universal Health Coverage in Argentina,The Development Objective of the proposed Project would be to: (i) increase effective and equitable coverage of key health services provided to the eligible population; and (ii) increase the institutional capacity of the MSN and MSPs to implement mechanisms for an  integrated delivery system.,Ministry of Health,TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P163345,"May 18, 2018","December 31, 2023",,Other,440430000,,,440430000,,Argentine Republic,Investment Project Financing,B,,Health,Public Administration - Health,,,,
P163901,Western and Central Africa,Republic of Guinea-Bissau,Closed,Guinea Bissau: Safety Nets and Basic Services Project,The Project Development Objective is to provide poor communities and households with greater access to basic service infrastructure and social safety nets.,Project Coordination Unit (PCU),No,https://projects.worldbank.org/en/projects-operations/project-detail/P163901,"May 18, 2018","December 31, 2022",,IDA,15000000,,,15000000,,Republic of Guinea-Bissau,Investment Project Financing,B,,Social Protection,Public Administration - Social Protection,,,,
P161368,Western and Central Africa,Western and Central Africa,Active,Strengthening the Capacity of Regional Financial Institutions in the CEMAC Region,"The Project Development Objective (PDO) is to strengthen the capacity of selected CEMAC regional financial institutions to implement  their mandates in the areas of financial stability, inclusion and integrity.","Commission Bancaire de l'Afrique Centrale - COBAC, Groupe d' Action contre le Blanchiment d' Argent en Afrique Centrale (GABAC)",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P161368,"May 4, 2018","June 28, 2024",,IDA,35000000,,,35000000,,Banque des Etats de l'Afrique Centrale (BEAC),Investment Project Financing,C,,Public Administration - Financial Sector,Banking Institutions,Other Non-bank Financial Institutions,,,
P164830,Western and Central Africa,Republic of Cameroon,Closed,Social Safety Nets for Crisis Response,The project development objective (PDO) is to support the establishment of a basic national safety net system including piloting targeted cash transfers and public works programs for the poorest and most vulnerable people in participating areas within the Recipient's territory.,MINEPAT,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P164830,"May 1, 2018",,,IDA,60000000,,,60000000,,THE REPUBLIC OF CAMEROON,Investment Project Financing,,,Social Protection,Early Childhood Education,Health,,,
P156869,South Asia,Republic of India,Active,Strengthening Public Financial Management in Rajasthan,"The Project Development Objective (PDO) is: ""to contribute to improved budget execution, enhanced accountability, and greater effici ency in revenue administration in Government of Rajasthan"".",Department of Economic Affairs (MOF),Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P156869,"May 1, 2018","March 31, 2024",,Other,31000000,,,31000000,,India,Investment Project Financing,C,,Sub-National Government,ICT Services,,,,
P161473,East Asia and Pacific,Lao People's Democratic Republic,Active,Agriculture Competitiveness Project,The Project Development Objective (PDO) is to increase the competitiveness of selected agricultural value chains in the project area s.,Department of Planning and Finance,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P161473,"April 26, 2018","June 28, 2024",,Other,29300000,,,29300000,,Lao People's Democratic Republic,Investment Project Financing,B,,"Agricultural Extension, Research, and Other Support Activities",Irrigation and Drainage,"Agricultural markets, commercialization and agri-business",,,
P163714,South Asia,Democratic Socialist Republic of Sri Lan,Active,General Education Modernization Project,Enhance quality and strengthen stewardship of the general education system,"Ministry of Education, Ministry of Public Administration and Home Affairs and Provinces Councils and Local Government",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P163714,"April 26, 2018","June 30, 2024",,Other,2900000000,,,2900000000,,The Democratic Socialist Republic of Sri Lanka,Investment Project Financing,B,,Secondary Education,Primary Education,Public Administration - Education,,,
P162971,East Asia and Pacific,Kingdom of Cambodia,Active,Cambodia Higher Education Improvement Project,"The PDO of HEIP is to improve the quality and relevance of higher education and research mainly in STEM and agriculture at targeted higher education institutions, and to improve governance in the sector.","Ministry of Education, Youth and Sport",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P162971,"April 26, 2018","June 30, 2024",,Other,92500000,,,92500000,,KINGDOM OF CAMBODIA,Investment Project Financing,B,,Tertiary Education,Public Administration - Education,,,,
P161836,Western and Central Africa,Western and Central Africa,Closed,Burkina Faso - West Africa Regional Communications Infrastructure Project - Additional Financing,"The development objective of WARCIP is to increase the geographical reach of broadband networks and reduce costs of communications services in West Africa. For APL1B, the Project's development objectives are to contribute to increasing the geographical reach of broadband networks and to reducing the costs of communications services in each of the territories of The Gambia, Guinea and Burkina Faso.",,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P161836,"April 25, 2018",,,Other,20990000,,,20990000,,,Investment Project Financing,B,,ICT Infrastructure,Public Administration - Information and Communications Technologies,,,,
P163777,Middle East and North Africa,Republic of Yemen,Closed,Yemen Emergency Electricity Access Project,Improve access to electricity in rural and peri-urban areas within the Republic of Yemen.,United Nations Office for Project Services (UNOPS),TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P163777,"April 13, 2018","December 30, 2022",,IDA,0,,,0,,United Nations Office for Project Services (UNOPS),Investment Project Financing,B,,Renewable Energy Solar,Public Administration - Energy and Extractives,,,,
P166328,Latin America and Caribbean,Commonwealth of Dominica,Active,Emergency Agricultural Livelihoods and Climate Resilience Project,The Project Development Objective (PDO) is to: (i) contribute to restoring agricultural livelihoods and enhancing climate resilienc e of farmers and fisherfolk affected by Hurricane Maria in Dominica and (ii) provide a response in the event of an eligible crisis o r emergency.,"Ministry of Blue and Green Economy, Agriculture, and National Food Security",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P166328,"April 13, 2018","June 30, 2023",,Other,29500000,,,29500000,,Ministry of Finance,Investment Project Financing,B,,Crops,Livestock,Fisheries,,,
P166720,Eastern and Southern Africa,Republic of Rwanda,Closed,Strengthening Social Protection Project Additional Financing,"To improve the effectiveness of Rwanda’s social protection system, notably the flagship Vision 2020 Umurenge Program (VUP), for targ eted vulnerable groups.","Ministry of Local Government (MINALOC), Local Administrative Entities Development Agency (LODA)",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P166720,"April 12, 2018",,,Grants,23000000,,,23000000,"23,000,000",Republic of Rwanda,Investment Project Financing,,,Social Protection,Public Administration - Social Protection,,,,
P160613,Eastern and Southern Africa,Republic of Burundi,Active,Burundi Landscape Restoration and Resilience Project,"The Project Development Objective is to restore land productivity in targeted degraded landscapes and, in the event of an eligible c risis or emergency, to provide immediate and effective response to said eligible crisis or emergency.","Ministry of  Environment, Agriculture and Livestock",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P160613,"April 11, 2018","March 31, 2024",,IDA,65000000,,,65000000,,"Ministry of Finance, Budget, Cooperation and Economic Development",Investment Project Financing,B,,Livestock,Forestry,"Other Agriculture, Fishing and Forestry",,,
P165400,South Asia,People's Republic of Bangladesh,Active,Additional Financing II for Rural Electrification and Renewable Energy Development II,Increase access to clean energy through renewable energy in rural areas.,"Power Cell, Infrastructure Development Company Limited (IDCOL)",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P165400,"April 10, 2018",,,Grants,179000000,,,179000000,"20,000,000",PEOPLE'S REPUBLIC OF BANGLADESH,Investment Project Financing,,,Renewable Energy Biomass,Renewable Energy Solar,Energy Transmission and Distribution,,,
P160504,East Asia and Pacific,Republic of Palau,Active,Palau:  ICT Sector Technical Assistance,The activity's development objective is to support the Recipient on its ongoing reforms to help create the conditions necessary to i ncrease competition in the ICT sector.,"Ministry of Finance, Ministry of Public Infrastructure and Industries",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P160504,"April 10, 2018","April 30, 2023",,Other,700000,,,700000,,Republic of Palau,Investment Project Financing,,,Other Information and Communications Technologies,Public Administration - Information and Communications Technologies,,,,
P163592,Europe and Central Asia,Central Asia,Active,CASA1000 Community Support Project - Kyrgyz Republic,"To engage communities in the development of social and economic infrastructure in order to enhance services, livelihoods and inclusi on in target oblasts near the CASA1000 Transmission Line.",Community Development and Investment Agency,TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P163592,"April 10, 2018","December 31, 2024",,Grants,11000000,,,11000000,"1,000,000",Ministry of Finance,Investment Project Financing,B,,Energy Transmission and Distribution,Sub-National Government,Early Childhood Education,,,
P163467,Western and Central Africa,Republic of Niger,Active,Niger Skills Development for Growth Project Additional Financing,"The project development objective is to improve the effectiveness of formal technical and vocational training, short term skills development and apprenticeship programs in priority sectors.",,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P163467,"April 10, 2018",,,IDA,50000000,,,50000000,,,Investment Project Financing,,,Workforce Development and Vocational Education,Public Administration - Education,,,,
P162337,Western and Central Africa,Western and Central Africa,Active,West Africa Coastal Areas Resilience Investment Project,To strengthen the resilience of targeted communities and areas in coastal Western Africa.,"Sao Tome and Principe - Ministry of  Infrastructures and Natural Resources, Benin - Ministry of Living Environment and Sustainable Development, Mauritania - Ministry of Environment and Sustainable Development, West Africa Economic and Monetary Union, Senegal - Ministry of Environment and Sustainable Development, Togo - Ministry of Environment and Forestry Resources, International Union for Conservation of Nature",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P162337,"April 9, 2018","December 31, 2023",,Other,221697607,,,221697607,,"Mauritania - Ministry of Economic Affairs and Promotion of Productive Sectors, Togo - Ministry of Economy and Finance, Cote d'Ivoire - Ministry of Economy and Finances, West Africa Economic and Monetary Union, Sao Tome and Principe - Ministry of Planning, Finance and Blue Economy, Senegal - Ministry of Finance, Benin - Ministry of Economy and Finance",Investment Project Financing,A,,"Other Agriculture, Fishing and Forestry",Other Public Administration,"Other Water Supply, Sanitation and Waste Management",,,
P164445,Eastern and Southern Africa,Republic of Malawi,Active,Second Agriculture Sector Wide Approach Support Project,To improve the productivity of small-holder farmers and market access of selected commodities for small-holder farmers in Selected D istricts of the Recipient's territory,"Ministry of Agriculture, Irrigation and Water Development, Malawi Roads Authority",TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P164445,"April 7, 2018","June 30, 2023",,Grants,0,,,0,"55,000,000",Republic of Malawi,Investment Project Financing,B,,Crops,Rural and Inter-Urban Roads,"Agricultural Extension, Research, and Other Support Activities",,,
P164019,East Asia and Pacific,Republic of the Philippines,Closed,Mindanao Trust Fund-Reconstruction and Development Project Phase II,The development objective of the proposed project is to improve access of targeted communities in conflict-affected areas in Mindana o to basic socio-economic infrastructure and alternative learning system.,Community Family and Services International,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P164019,"April 4, 2018","December 31, 2020",,Grants,3200000,,,3200000,"3,200,000",Community and Family Services International,Investment Project Financing,,,Public Administration - Social Protection,Social Protection,,,,
P161320,East Asia and Pacific,Solomon Islands,Active,Community Access and Urban Services Enhancement Project,To improve basic infrastructure and services for vulnerable urban populations in targeted urban centers of the Recipient.,"Ministry of Infrastructure Development, Honiara City Council",TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P161320,"April 2, 2018","April 30, 2024",,IDA,0,,,0,,Solomon Islands Ministry of Finance and Treasury,Investment Project Financing,B,,Social Protection,Urban Transport,Waste Management,,,
P159835,Latin America and Caribbean,United Mexican States,Active,Mexico: Sustainable Productive Landscapes Project,To strengthen sustainable management of productive landscapes and increase economic opportunities for rural producers in priority ar eas of Mexico,Ministry of Environment and Natural Resources (SEMARNAT),Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P159835,"March 30, 2018","June 30, 2023",,Other,76157985,,,76157985,"21,860,000",Nacional Financiera S.N.C. I.B.D. acting as a Trustee of the Sustainable Fund NAFIN (FSN),Investment Project Financing,B,,"Agricultural Extension, Research, and Other Support Activities","Public Administration - Agriculture, Fishing & Forestry","Agricultural markets, commercialization and agri-business",,,
P165585,Latin America and Caribbean,United Mexican States,Active,Additional Financing for Energy Efficiency in Public Facilities Project  (PRESEMEH),The objective is to promote the efficient use of energy in the Borrower’s municipalities and other eligible public facilities by car rying out energy efficiency investments in selected public sectors and to contribute to strengthening the enabling environment.,Secretaría de Energía (SENER),Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P165585,"March 30, 2018",,,IBRD,55790000,,,55790000,"5,790,000",United Mexican States,Investment Project Financing,,,Public Administration - Energy and Extractives,Health Facilities and Construction,Other Education,,,
P161234,Western and Central Africa,Burkina Faso,Closed,Burkina Faso - Bagre Growth Pole Project Additional Financing,"To increase private investment, employment generation and agricultural production in the Project Area.

The assumption is that incre ased economic activity will be a result of both improved infrastructure for irrigation contributing to more successful agriculture ( financed mainly under the original project) and increased private investments in the BagrÃ© region incentivized by rehabilitated fee der roads, access to electricity and water supply, and increased opportunities for SMEs and targeted investment promotion activities . All of the above are covered by project activities. A further assumption is that increased economic activity in the BagrÃ© region will lead to increased job creation in the area and that the labor intensity of the supported agribusiness activities is relatively high.",,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P161234,"March 29, 2018",,,Other,60000000,,,60000000,,,Investment Project Financing,A,,Rural and Inter-Urban Roads,Energy Transmission and Distribution,Irrigation and Drainage,,,
P166025,Europe and Central Asia,Republic of Serbia,Closed,Additional Financing for Second Serbia Health Project,"The PDO is to contribute to improving the efficiency and quality of the public health system of the Republic of Serbia through the strengthening of: (i) health financing, purchasing, and maintenance systems; and (ii) quality improvement systems and management of selected priority non-communicable diseases.",Ministry of Health,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P166025,"March 29, 2018",,,IBRD,31100000,,,31100000,,Ministry of Finance,Investment Project Financing,,,Public Administration - Health,Health,Health Facilities and Construction,,,
P162890,Western and Central Africa,Republic of The Gambia,Active,The Gambia - Education Sector Support Program,To increase access to early childhood development and basic education and improve quality of teaching and learning.,"The Ministry of Higher Education, Research, Science and Technology, The Ministry of Basic and Secondary Education (MoBSE)",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P162890,"March 28, 2018","June 30, 2023",,Grants,35000000,,,35000000,"5,000,000",The Ministry of Finance and Economic Affairs,Investment Project Financing,B,,Primary Education,Secondary Education,Early Childhood Education,,,
P160615,South Asia,Islamic  Republic of Afghanistan,Closed,Afghanistan Sehatmandi Project,"The project development objective is to increase the utilization and quality of health, nutrition, and family planning services.",Ministry of Public Health (MOPH),No,https://projects.worldbank.org/en/projects-operations/project-detail/P160615,"March 28, 2018","June 30, 2022",,Grants,600000000,,,600000000,"460,000,000",Ministry of Finance,Investment Project Financing,B,,Health,Public Administration - Health,,,,
P161348,South Asia,Islamic  Republic of Afghanistan,Closed,Modernizing Afghan State-Owned Banks Project,"The proposed project development objective is to enhance the corporate governance and operational efficiency of the supported Afghan  state-owned banks, thereby contributing to their improved financial soundness and outreach.",Ministry of Finance,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P161348,"March 28, 2018","May 31, 2021",,IDA,40000000,,,40000000,,ISLAMIC REPUBLIC OF AFGHANISTAN,Investment Project Financing,C,,Public Administration - Financial Sector,Banking Institutions,ICT Services,,,
P156894,South Asia,Islamic  Republic of Afghanistan,Active,Afghanistan Digital CASA Project,"Digital CASA Program-level PDO:  To increase access to more affordable Internet, crowd-in private investment in the ICT sector and i mprove the participating governments' capacity to deliver digital government services in Central Asia and parts of South Asia, throu gh the development of a regionally integrated digital infrastructure and enabling environment.

Digital CASA Afghanistan PDO: To inc rease access to more affordable Internet, crowd-in private investment in the ICT sector, and improve the government's capacity to de liver digital Government services in Afghanistan, by contributing to the development of a regionally integrated digital infrastructu re and enabling environment.","Afghanistan  Telecommunications Regulatory Authority, Ministry of Communications and IT (MCIT)",TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P156894,"March 28, 2018","March 31, 2023",,IDA,51000000,,,51000000,,Ministry of Finance,Investment Project Financing,B,,ICT Infrastructure,ICT Services,Public Administration - Information and Communications Technologies,,,
P157206,Western and Central Africa,Republic of Cote d'Ivoire,Active,Cote d'Ivoire Land Policy Improvement and Implementation Project,The Project Development Objective is to build the capacities and institutions necessary to support implementation of the national ru ral land tenure security program and to register customary land rights in selected rural areas.,"National Rural Land Agency (AFOR), Ministry of Agriculture and Rural Development",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P157206,"March 28, 2018","September 1, 2023",,Other,54000000,,,54000000,,Ministry of Economy and Finances,Investment Project Financing,A,,"Other Agriculture, Fishing and Forestry","Public Administration - Agriculture, Fishing & Forestry",,,,
P160230,Europe and Central Asia,Central Asia,Active,Digital CASA - Kyrgyz Republic,"Digital CASA - Regional Program PDO: The proposed regional program PDO is to increase access to more affordable internet, crowd-in p rivate investment in the ICT sector, and improve participating governments' capacity to deliver digital government services in Centr al Asia and parts of South Asia, through the development of a regionally integrated digital infrastructure and enabling environment.  

Digital CASA - Kyrgyz Rep. PDO: The proposed country-specific PDO for the Kyrgyz Republic is to increase access to more affordabl e internet, crowd-in private investment in the ICT sector, and improve the government’s capacity to deliver digital government servi ces in the Kyrgyz Republic, by contributing to the development of a regionally integrated digital infrastructure and enabling enviro nment.",Ministry of Digital Development,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P160230,"March 20, 2018","May 31, 2023",,IDA,50000000,,,50000000,,Ministry of Finance,Investment Project Financing,B,,ICT Infrastructure,ICT Services,Other Information and Communications Technologies,,,
